Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"FL0902160067STMI1","ST","B16","Pyrimethanil","0.028","0.001","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0902160067STMI1","ST","B61","Pyraclostrobin","0.026","0.001","M","","","O","FR","NA","NC","D","1","","FL","","1.2"
"FL0902160067STMI1","ST","B80","Acetamiprid","0.021","0.001","M","","","O","FR","NA","NC","D","1","","FL","","0.60"
"FL0903160001STMI1","ST","011","Captan","1","0.19","M","","","O","FR","NA","NC","D","1","","FL","","20.0"
"FL0903160001STMI1","ST","930","Bifenthrin","0.05","0.0091","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0903160001STMI1","ST","B41","Fenhexamid","0.022","0.0022","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0903160009STMI1","ST","666","Carbendazim (MBC)","0.028","0.0015","M","","","O","FR","NA","NC","D","1","","FL","","5.0"
"FL0903160009STMI1","ST","011","Captan","0.6","0.19","M","","","O","FR","NA","NC","D","1","","FL","","20.0"
"FL0903160009STMI1","ST","B82","Bifenazate","0.23","0.017","M","","P","O","FR","NA","NC","D","1","","FL","","1.5"
"FL0903160029STMI1","ST","B22","Cyprodinil","0.046","0.02","M","","","O","FR","","NC","D","1","","FL","","5.0"
"FL0903160029STMI1","ST","B80","Acetamiprid","0.038","0.001","M","","","O","FR","","NC","D","1","","FL","","0.60"
"FL0903160029STMI1","ST","B23","Fludioxonil","0.024","0.001","M","","","O","FR","","NC","D","1","","FL","","2.0"
"FL0903160029STMI1","ST","011","Captan","0.54","0.19","M","","","O","FR","","NC","D","1","","FL","","20.0"
"FL0903160029STMI1","ST","B48","Azoxystrobin","0.14","0.0025","M","","","O","FR","","NC","D","1","","FL","","10"
"FL0903160029STMI1","ST","930","Bifenthrin","0.087","0.0091","M","","","O","FR","","NC","D","1","","FL","","3.0"
"FL0903160029STMI1","ST","666","Carbendazim (MBC)","0.081","0.0015","M","","","O","FR","","NC","D","1","","FL","","5.0"
"FL0903160060STMI1","ST","930","Bifenthrin","0.072","0.0091","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0903160060STMI1","ST","B16","Pyrimethanil","0.0086","0.001","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0903160060STMI1","ST","B80","Acetamiprid","0.0012","0.001","M","","","O","FR","NA","NC","D","1","","FL","","0.60"
"FL0903160060STMI1","ST","011","Captan","0.98","0.19","M","","","O","FR","NA","NC","D","1","","FL","","20.0"
"FL0903160065STMI1","ST","666","Carbendazim (MBC)","0.095","0.0015","M","","","O","FR","NA","NC","D","1","","FL","","5.0"
"FL0903160065STMI1","ST","AES","Methoxyfenozide","0.0026","0.0012","M","","","O","FR","NA","NC","D","1","","FL","","1.5"
"FL0903160065STMI1","ST","011","Captan","0.99","0.19","M","","","O","FR","NA","NC","D","1","","FL","","20.0"
"FL0904200058STMI1","ST","B41","Fenhexamid","0.083","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0904200058STMI1","ST","B16","Pyrimethanil","0.0065","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0904200058STMI1","ST","208","Malathion oxygen analog","0.0034","0.0026","M","","","O","FR","NA","NC","D","1","","CA","","8"
"FL0904200058STMI1","ST","052","Malathion","0.049","0.0052","M","","P","O","FR","NA","NC","D","1","","CA","","8"
"FL0904200058STMI1","ST","A61","Triflumizole","0.021","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0904200058STMI1","ST","011","Captan","1.1","0.19","M","","","O","FR","NA","NC","D","1","","CA","","20.0"
"FL0904200064STMI1","ST","B10","Hexythiazox","0.36","0.0058","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0904200064STMI1","ST","967","Imidacloprid","0.045","0.0021","M","","E","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0904200064STMI1","ST","666","Carbendazim (MBC)","0.0093","0.0015","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0904200064STMI1","ST","B22","Cyprodinil","1.2","0.02","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0904200064STMI1","ST","B23","Fludioxonil","0.63","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0904200064STMI1","ST","B48","Azoxystrobin","0.47","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","10"
"FL0904200066STMI1","ST","ABD","Spinosad D","0.0012","0.001","M","","P","O","FR","","NC","D","1","","CA","","1.0"
"FL0904200068STMI1","ST","B10","Hexythiazox","0.068","0.0058","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0904200072STMI1","ST","ABD","Spinosad D","0.0014","0.001","M","","P","O","FR","","PO","D","1","","CA","","1.0"
"FL0905180002STMI1","ST","B75","Boscalid","0.1","0.02","M","","","O","FR","NA","NC","D","1","","CA","","4.5"
"FL0905180002STMI1","ST","A61","Triflumizole","0.0057","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0905180002STMI1","ST","679","Myclobutanil","0.0016","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0905180023STMI1","ST","B41","Fenhexamid","0.73","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0905180023STMI1","ST","679","Myclobutanil","0.19","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0905180023STMI1","ST","ABC","Spinosad A","0.06","0.001","M","","P","O","FR","NA","NC","D","1","","CA","","1.0"
"FL0905180023STMI1","ST","B61","Pyraclostrobin","0.029","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0905180023STMI1","ST","ABD","Spinosad D","0.012","0.001","M","","P","O","FR","NA","NC","D","1","","CA","","1.0"
"FL0905180025STMI1","ST","B41","Fenhexamid","0.39","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0905180025STMI1","ST","B16","Pyrimethanil","0.0026","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0905180025STMI1","ST","B61","Pyraclostrobin","0.021","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0905180025STMI1","ST","B75","Boscalid","0.06","0.02","M","","","O","FR","NA","NC","D","1","","CA","","4.5"
"FL0905180026STMI1","ST","B82","Bifenazate","0.036","0.017","M","","P","O","FR","NA","NC","D","1","","CA","","1.5"
"FL0905180029STMI1","ST","B23","Fludioxonil","0.28","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0905180029STMI1","ST","AES","Methoxyfenozide","0.013","0.0012","M","","","O","FR","NA","NC","D","1","","CA","","1.5"
"FL0905180029STMI1","ST","967","Imidacloprid","0.0022","0.0021","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0905180029STMI1","ST","B16","Pyrimethanil","0.19","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0905180029STMI1","ST","B41","Fenhexamid","0.63","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0905180052STMI1","ST","679","Myclobutanil","0.0025","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0905180059STMI1","ST","B80","Acetamiprid","0.091","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.60"
"FL0905180059STMI1","ST","208","Malathion oxygen analog","0.0063","0.0026","M","","","O","FR","NA","NC","D","1","","CA","","8"
"FL0905180059STMI1","ST","B16","Pyrimethanil","0.0013","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0905180059STMI1","ST","B22","Cyprodinil","0.052","0.02","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0905180059STMI1","ST","B23","Fludioxonil","0.029","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0905180059STMI1","ST","B41","Fenhexamid","0.028","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0906150020STMI1","ST","930","Bifenthrin","0.11","0.0091","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0906150020STMI1","ST","B75","Boscalid","0.32","0.02","M","","","O","FR","NA","NC","L","1","","CA","","4.5"
"FL0906150020STMI1","ST","B61","Pyraclostrobin","0.15","0.001","M","","","O","FR","NA","NC","L","1","","CA","","1.2"
"FL0906150048STMI1","ST","B16","Pyrimethanil","0.36","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0906150048STMI1","ST","264","Propiconazole","0.05","0.0028","M","","","O","FR","NA","NC","D","1","","CA","","1.3"
"FL0906150056STMI1","ST","B43","Thiamethoxam","0.12","0.0051","M","","","O","FR","NA","NC","D","1","","CA","","0.3"
"FL0906150056STMI1","ST","930","Bifenthrin","0.12","0.0091","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0906150056STMI1","ST","666","Carbendazim (MBC)","0.12","0.0015","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0906150058STMI1","ST","B61","Pyraclostrobin","0.08","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0906150058STMI1","ST","208","Malathion oxygen analog","0.0047","0.0026","M","","","O","FR","NA","NC","D","1","","CA","","8"
"FL0906150058STMI1","ST","B41","Fenhexamid","0.0024","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0906150058STMI1","ST","011","Captan","0.58","0.19","M","","","O","FR","NA","NC","D","1","","CA","","20.0"
"FL0906150060STMI1","ST","B23","Fludioxonil","0.12","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0906150062STMI1","ST","679","Myclobutanil","0.085","0.001","M","","","O","FR","NA","NC","L","1","","CA","","0.50"
"FL0906150062STMI1","ST","052","Malathion","0.028","0.0052","M","","P","O","FR","NA","NC","L","1","","CA","","8"
"FL0906150062STMI1","ST","666","Carbendazim (MBC)","0.0016","0.0015","M","","","O","FR","NA","NC","L","1","","CA","","5.0"
"FL0906150072STMI1","ST","ABD","Spinosad D","0.0011","0.001","M","","P","O","FR","","PO","D","1","","CA","","1.0"
"FL0907200001STMI1","ST","B82","Bifenazate","0.053","0.017","M","","P","O","FR","NA","NC","D","1","","CA","","1.5"
"FL0907200001STMI1","ST","B23","Fludioxonil","0.0053","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0907200001STMI1","ST","679","Myclobutanil","0.0021","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0907200007STMI1","ST","B61","Pyraclostrobin","0.083","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0907200007STMI1","ST","967","Imidacloprid","0.0095","0.0021","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0907200007STMI1","ST","B16","Pyrimethanil","0.038","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0907200007STMI1","ST","B80","Acetamiprid","0.022","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.60"
"FL0907200007STMI1","ST","679","Myclobutanil","0.021","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0907200007STMI1","ST","A61","Triflumizole","0.013","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0907200007STMI1","ST","B22","Cyprodinil","0.23","0.02","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0907200007STMI1","ST","B75","Boscalid","0.17","0.02","M","","","O","FR","NA","NC","D","1","","CA","","4.5"
"FL0907200007STMI1","ST","B23","Fludioxonil","0.12","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0907200018STMI1","ST","B16","Pyrimethanil","0.24","0.001","M","","","O","FR","NA","NC","H","1","","CA","","3.0"
"FL0907200018STMI1","ST","B41","Fenhexamid","0.0025","0.0022","M","","","O","FR","NA","NC","H","1","","CA","","3.0"
"FL0907200018STMI1","ST","930","Bifenthrin","0.089","0.0091","M","","","O","FR","NA","NC","H","1","","CA","","3.0"
"FL0907200025STMI1","ST","B41","Fenhexamid","0.16","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0907200040STMI1","ST","B23","Fludioxonil","0.14","0.001","M","","","O","FR","NA","NC","L","1","","CA","","2.0"
"FL0907200040STMI1","ST","679","Myclobutanil","0.036","0.001","M","","","O","FR","NA","NC","L","1","","CA","","0.50"
"FL0907200040STMI1","ST","B48","Azoxystrobin","0.26","0.0025","M","","","O","FR","NA","NC","L","1","","CA","","10"
"FL0907200052STMI1","ST","052","Malathion","0.089","0.0052","M","","P","O","FR","N/A","NC","D","1","","CA","","8"
"FL0907200052STMI1","ST","B41","Fenhexamid","0.0043","0.0022","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"FL0907200057STMI1","ST","B41","Fenhexamid","0.44","0.0022","M","","","O","FR","NA","NC","L","1","","MD","","3.0"
"FL0907200057STMI1","ST","208","Malathion oxygen analog","0.0028","0.0026","M","","","O","FR","NA","NC","L","1","","MD","","8"
"FL0907200057STMI1","ST","B80","Acetamiprid","0.0026","0.001","M","","","O","FR","NA","NC","L","1","","MD","","0.60"
"FL0907200057STMI1","ST","B61","Pyraclostrobin","0.0018","0.001","M","","","O","FR","NA","NC","L","1","","MD","","1.2"
"FL0907200057STMI1","ST","052","Malathion","0.082","0.0052","M","","P","O","FR","NA","NC","L","1","","MD","","8"
"FL0907200057STMI1","ST","264","Propiconazole","0.037","0.0028","M","","","O","FR","NA","NC","L","1","","MD","","1.3"
"FL0908170009STMI1","ST","679","Myclobutanil","0.035","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0908170009STMI1","ST","B61","Pyraclostrobin","0.015","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0908170009STMI1","ST","B23","Fludioxonil","0.0027","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0908170009STMI1","ST","B41","Fenhexamid","0.27","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0908170020STMI1","ST","B61","Pyraclostrobin","0.082","0.001","M","","","O","FR","NA","NC","L","1","","CA","","1.2"
"FL0908170020STMI1","ST","B16","Pyrimethanil","0.41","0.001","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0908170020STMI1","ST","011","Captan","0.38","0.19","M","","","O","FR","NA","NC","L","1","","CA","","20.0"
"FL0908170023STMI1","ST","930","Bifenthrin","0.03","0.0091","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0908170026STMI1","ST","070","Piperonyl butoxide","0.29","0.033","M","","P","O","FR","NA","NC","D","1","","CA","","10"
"FL0908170026STMI1","ST","679","Myclobutanil","0.047","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0908170058STMI1","ST","B80","Acetamiprid","0.19","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","0.60"
"FL0908170058STMI1","ST","679","Myclobutanil","0.0015","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","0.50"
"FL0908170064STMI1","ST","B80","Acetamiprid","0.06","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.60"
"FL0908170064STMI1","ST","B61","Pyraclostrobin","0.06","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0908170064STMI1","ST","B23","Fludioxonil","0.0013","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0908170065STMI1","ST","B23","Fludioxonil","0.2","0.001","M","","","O","FR","NA","NC","D","1","","MD","","2.0"
"FL0908170065STMI1","ST","A61","Triflumizole","0.011","0.001","M","","","O","FR","NA","NC","D","1","","MD","","2.0"
"FL0908170065STMI1","ST","B80","Acetamiprid","0.0025","0.001","M","","","O","FR","NA","NC","D","1","","MD","","0.60"
"FL0908170065STMI1","ST","679","Myclobutanil","0.15","0.001","M","","","O","FR","NA","NC","D","1","","MD","","0.50"
"FL0908170065STMI1","ST","B75","Boscalid","0.072","0.02","M","","","O","FR","NA","NC","D","1","","MD","","4.5"
"FL0908170065STMI1","ST","B61","Pyraclostrobin","0.046","0.001","M","","","O","FR","NA","NC","D","1","","MD","","1.2"
"FL0908170065STMI1","ST","B16","Pyrimethanil","0.42","0.001","M","","","O","FR","NA","NC","D","1","","MD","","3.0"
"FL0908170065STMI1","ST","B41","Fenhexamid","0.29","0.0022","M","","","O","FR","NA","NC","D","1","","MD","","3.0"
"FL0909210001STMI1","ST","159","Methomyl","0.12","0.013","M","","","O","FR","NA","NC","D","1","","CA","","2"
"FL0909210001STMI1","ST","808","Fenpropathrin","0.27","0.02","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0909210001STMI1","ST","B61","Pyraclostrobin","0.13","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0909210007STMI1","ST","B10","Hexythiazox","0.055","0.0058","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0909210007STMI1","ST","B61","Pyraclostrobin","0.0027","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0909210007STMI1","ST","264","Propiconazole","0.16","0.0028","M","","","O","FR","NA","NC","D","1","","CA","","1.3"
"FL0909210040STMI1","ST","B41","Fenhexamid","0.13","0.0022","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0909210040STMI1","ST","679","Myclobutanil","0.036","0.001","M","","","O","FR","NA","NC","L","1","","CA","","0.50"
"FL0909210048STMI1","ST","B41","Fenhexamid","0.29","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0909210048STMI1","ST","B16","Pyrimethanil","0.092","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0909210048STMI1","ST","264","Propiconazole","0.056","0.0028","M","","","O","FR","NA","NC","D","1","","CA","","1.3"
"FL0909210048STMI1","ST","B48","Azoxystrobin","0.014","0.0025","M","","","O","FR","NA","NC","D","1","","CA","","10"
"FL0909210049STMI1","ST","B41","Fenhexamid","0.3","0.0022","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0909210049STMI1","ST","679","Myclobutanil","0.0049","0.001","M","","","O","FR","NA","NC","D","1","","FL","","0.50"
"FL0909210049STMI1","ST","B80","Acetamiprid","0.0044","0.001","M","","","O","FR","NA","NC","D","1","","FL","","0.60"
"FL0909210049STMI1","ST","967","Imidacloprid","0.0041","0.0021","M","","","O","FR","NA","NC","D","1","","FL","","0.50"
"FL0909210049STMI1","ST","B23","Fludioxonil","0.0029","0.001","M","","","O","FR","NA","NC","D","1","","FL","","2.0"
"FL0909210049STMI1","ST","B48","Azoxystrobin","0.0025","0.0025","M","","","O","FR","NA","NC","D","1","","FL","","10"
"FL0909210049STMI1","ST","070","Piperonyl butoxide","0.043","0.033","M","","P","O","FR","NA","NC","D","1","","FL","","10"
"FL0909210049STMI1","ST","B16","Pyrimethanil","0.015","0.001","M","","","O","FR","NA","NC","D","1","","FL","","3.0"
"FL0909210049STMI1","ST","264","Propiconazole","0.013","0.0028","M","","","O","FR","NA","NC","D","1","","FL","","1.3"
"FL0909210061STMI1","ST","930","Bifenthrin","0.11","0.0091","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0909210061STMI1","ST","052","Malathion","0.0052","0.0052","M","","P","O","FR","NA","NC","L","1","","CA","","8"
"FL0909210061STMI1","ST","B75","Boscalid","0.03","0.02","M","","","O","FR","NA","NC","L","1","","CA","","4.5"
"FL0909210061STMI1","ST","B80","Acetamiprid","0.02","0.001","M","","","O","FR","NA","NC","L","1","","CA","","0.60"
"FL0910190007STMI1","ST","B75","Boscalid","0.094","0.02","M","","","O","FR","NA","NC","D","1","","CA","","4.5"
"FL0910190007STMI1","ST","B61","Pyraclostrobin","0.08","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0910190007STMI1","ST","666","Carbendazim (MBC)","0.077","0.0015","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0910190007STMI1","ST","A61","Triflumizole","0.0033","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0910190007STMI1","ST","B16","Pyrimethanil","1.1","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0910190007STMI1","ST","B41","Fenhexamid","0.68","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0910190009STMI1","ST","AES","Methoxyfenozide","0.027","0.0012","M","","","O","FR","NA","NC","D","1","","CA","","1.5"
"FL0910190009STMI1","ST","930","Bifenthrin","0.018","0.0091","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0910190009STMI1","ST","B22","Cyprodinil","0.33","0.02","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0910190009STMI1","ST","607","Metalaxyl/Mefenoxam","0.26","0.089","M","","","O","FR","NA","NC","D","1","","CA","","10.0"
"FL0910190020STMI1","ST","B61","Pyraclostrobin","0.0053","0.001","M","","","O","FR","NA","NC","L","1","","CA","","1.2"
"FL0910190020STMI1","ST","967","Imidacloprid","0.0039","0.0021","M","","","O","FR","NA","NC","L","1","","CA","","0.50"
"FL0910190020STMI1","ST","AES","Methoxyfenozide","0.06","0.0012","M","","","O","FR","NA","NC","L","1","","CA","","1.5"
"FL0910190020STMI1","ST","B75","Boscalid","0.034","0.02","M","","","O","FR","NA","NC","L","1","","CA","","4.5"
"FL0910190020STMI1","ST","B22","Cyprodinil","0.023","0.02","M","","","O","FR","NA","NC","L","1","","CA","","5.0"
"FL0910190020STMI1","ST","052","Malathion","0.02","0.0052","M","","P","O","FR","NA","NC","L","1","","CA","","8"
"FL0910190020STMI1","ST","011","Captan","0.45","0.19","M","","","O","FR","NA","NC","L","1","","CA","","20.0"
"FL0910190025STMI1","ST","159","Methomyl","0.37","0.013","M","","","O","FR","NA","NC","D","1","","CA","","2"
"FL0910190025STMI1","ST","B80","Acetamiprid","0.18","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.60"
"FL0910190025STMI1","ST","A61","Triflumizole","0.075","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0910190025STMI1","ST","B41","Fenhexamid","0.068","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0910190025STMI1","ST","967","Imidacloprid","0.022","0.0021","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0910190038STMI1P","ST","B16","Pyrimethanil","0.046","0.001","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0910190038STMI1P","ST","A61","Triflumizole","0.0092","0.001","M","","","O","FR","NA","NC","L","1","","CA","","2.0"
"FL0910190038STMI1P","ST","B41","Fenhexamid","0.67","0.0022","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0910190038STMI1P","ST","011","Captan","0.46","0.19","M","","","O","FR","NA","NC","L","1","","CA","","20.0"
"FL0910190041STMI1","ST","B16","Pyrimethanil","0.25","0.001","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0910190041STMI1","ST","AES","Methoxyfenozide","0.026","0.0012","M","","","O","FR","NA","NC","L","1","","CA","","1.5"
"FL0910190041STMI1","ST","B61","Pyraclostrobin","0.016","0.001","M","","","O","FR","NA","NC","L","1","","CA","","1.2"
"FL0910190058STMI1","ST","679","Myclobutanil","0.16","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","0.50"
"FL0910190058STMI1","ST","B16","Pyrimethanil","0.0018","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","3.0"
"FL0910190058STMI1","ST","B23","Fludioxonil","0.0011","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","2.0"
"FL0910190058STMI1","ST","B61","Pyraclostrobin","0.087","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","1.2"
"FL0910190058STMI1","ST","B43","Thiamethoxam","0.014","0.0051","M","","","O","FR","N/A","NC","D","1","","CA","","0.3"
"FL0910190058STMI1","ST","B80","Acetamiprid","0.0073","0.001","M","","","O","FR","N/A","NC","D","1","","CA","","0.60"
"FL0911230029STMI1","ST","B80","Acetamiprid","0.1","0.001","M","","","O","FR","","NC","D","1","","CA","","0.60"
"FL0911230029STMI1","ST","B41","Fenhexamid","0.022","0.0022","M","","","O","FR","","NC","D","1","","CA","","3.0"
"FL0911230029STMI1","ST","679","Myclobutanil","0.0043","0.001","M","","","O","FR","","NC","D","1","","CA","","0.50"
"FL0911230029STMI1","ST","A61","Triflumizole","0.0028","0.001","M","","","O","FR","","NC","D","1","","CA","","2.0"
"FL0911230029STMI1","ST","B23","Fludioxonil","0.0017","0.001","M","","","O","FR","","NC","D","1","","CA","","2.0"
"FL0911230029STMI1","ST","B61","Pyraclostrobin","0.12","0.001","M","","","O","FR","","NC","D","1","","CA","","1.2"
"FL0911230029STMI1","ST","666","Carbendazim (MBC)","0.12","0.0015","M","","","O","FR","","NC","D","1","","CA","","5.0"
"FL0911230046STMI1","ST","B41","Fenhexamid","0.26","0.0022","M","","","O","FR","NA","NC","L","1","","CA","","3.0"
"FL0911230059STMI1","ST","B23","Fludioxonil","0.016","0.001","M","","","O","FR","NA","NC","D","1","","CA","","2.0"
"FL0911230059STMI1","ST","B16","Pyrimethanil","0.059","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0911230061STMI1","ST","052","Malathion","0.048","0.0052","M","","P","O","FR","NA","NC","L","1","","CA","","8"
"FL0911230061STMI1","ST","102","Carbaryl","0.0038","0.001","M","","","O","FR","NA","NC","L","1","","CA","","4.0"
"FL0911230061STMI1","ST","208","Malathion oxygen analog","0.0032","0.0026","M","","","O","FR","NA","NC","L","1","","CA","","8"
"FL0911230061STMI1","ST","679","Myclobutanil","0.002","0.001","M","","","O","FR","NA","NC","L","1","","CA","","0.50"
"FL0911230061STMI1","ST","666","Carbendazim (MBC)","0.3","0.0015","M","","","O","FR","NA","NC","L","1","","CA","","5.0"
"FL0911230061STMI1","ST","B75","Boscalid","0.15","0.02","M","","","O","FR","NA","NC","L","1","","CA","","4.5"
"FL0911230061STMI1","ST","808","Fenpropathrin","0.11","0.02","M","","","O","FR","NA","NC","L","1","","CA","","2.0"
"FL0911230064STMI1","ST","208","Malathion oxygen analog","0.0041","0.0026","M","","","O","FR","NA","NC","D","1","","CA","","8"
"FL0911230064STMI1","ST","679","Myclobutanil","0.0037","0.001","M","","","O","FR","NA","NC","D","1","","CA","","0.50"
"FL0911230064STMI1","ST","052","Malathion","0.026","0.0052","M","","P","O","FR","NA","NC","D","1","","CA","","8"
"FL0911230064STMI1","ST","B16","Pyrimethanil","0.01","0.001","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0911230064STMI1","ST","626","Iprodione","0.72","0.025","M","","P","O","FR","NA","NC","D","1","","CA","","15.0"
"FL0911230064STMI1","ST","666","Carbendazim (MBC)","0.19","0.0015","M","","","O","FR","NA","NC","D","1","","CA","","5.0"
"FL0911230064STMI1","ST","B41","Fenhexamid","0.18","0.0022","M","","","O","FR","NA","NC","D","1","","CA","","3.0"
"FL0911230064STMI1","ST","B61","Pyraclostrobin","0.17","0.001","M","","","O","FR","NA","NC","D","1","","CA","","1.2"
"FL0911230073STMI1","ST","AES","Methoxyfenozide","0.099","0.0012","M","","","O","FR","NA","NC","H","1","","CA","","1.5"
"FL0911230073STMI1","ST","679","Myclobutanil","0.0084","0.001","M","","","O","FR","NA","NC","H","1","","CA","","0.50"
"FL0911230073STMI1","ST","B22","Cyprodinil","0.079","0.02","M","","","O","FR","NA","NC","H","1","","CA","","5.0"
"FL0911230073STMI1","ST","B75","Boscalid","0.07","0.02","M","","","O","FR","NA","NC","H","1","","CA","","4.5"
