"Program","Year","Period","Week Ending","State","State ANSI","Data Item","Data label 1","Data label 2","Value","CV (%)"
"SURVEY",2012,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"77",NA
"SURVEY",2012,"MAY",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"82.7",NA
"SURVEY",2012,"NOV",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"139",NA
"SURVEY",2012,"OCT",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"90.1",NA
"SURVEY",2012,"SEP",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"87.6",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"39,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"39,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"2,130,637,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"27,646,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"710",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"1,947,917,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"21,936,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"182,720,000",NA
"SURVEY",2012,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"5,710,000",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","ACRES HARVESTED",NA,NA,"10,600",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","ACRES PLANTED",NA,NA,"10,700",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"244,860,000",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"2,226,000",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"210",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"244,860,000",NA
"SURVEY",2012,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"2,226,000",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","ACRES HARVESTED",NA,NA,"1,400",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","ACRES PLANTED",NA,NA,"1,600",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN $",NA,"6,880,000",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN CWT",NA,"32,000",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","YIELD","MEASURED IN CWT / ACRE",NA,"23",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"6,880,000",NA
"SURVEY",2012,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"32,000",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","ACRES HARVESTED",NA,NA,"1,200",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","ACRES PLANTED",NA,NA,"1,300",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN $",NA,"23,490,000",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN CWT",NA,"162,000",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","YIELD","MEASURED IN CWT / ACRE",NA,"135",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"23,490,000",NA
"SURVEY",2012,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"162,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","ACRES HARVESTED",NA,NA,"2,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","ACRES PLANTED",NA,NA,"2,200",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN $",NA,"15,189,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN CWT",NA,"213,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","YIELD","MEASURED IN CWT / ACRE",NA,"105",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"4,865,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"35,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN $",NA,"10,324,000",NA
"SURVEY",2012,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"178,000",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","ACRES HARVESTED",NA,NA,"1,300",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","ACRES PLANTED",NA,NA,"1,500",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN $",NA,"10,331,000",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN CWT",NA,"103,000",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","YIELD","MEASURED IN CWT / ACRE",NA,"79",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"4,248,000",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"24,000",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"6,083,000",NA
"SURVEY",2012,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"79,000",NA
"SURVEY",2011,"APR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"93.5",NA
"SURVEY",2011,"APR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(S)",NA
"SURVEY",2011,"AUG",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"78.9",NA
"SURVEY",2011,"DEC",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"152",NA
"SURVEY",2011,"DEC",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"156",NA
"SURVEY",2011,"FEB",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"122",NA
"SURVEY",2011,"FEB",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"128",NA
"SURVEY",2011,"JAN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"154",NA
"SURVEY",2011,"JAN",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"248",NA
"SURVEY",2011,"JUL",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"89.2",NA
"SURVEY",2011,"JUN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"72.7",NA
"SURVEY",2011,"MAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"96.9",NA
"SURVEY",2011,"MAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"102",NA
"SURVEY",2011,"MARKETING YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"75.2",NA
"SURVEY",2011,"MARKETING YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"86.1",NA
"SURVEY",2011,"MARKETING YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"33.8",NA
"SURVEY",2011,"MARKETING YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"148",NA
"SURVEY",2011,"MARKETING YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"148",NA
"SURVEY",2011,"MARKETING YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"235",NA
"SURVEY",2011,"MARKETING YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"235",NA
"SURVEY",2011,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"140",NA
"SURVEY",2011,"MARKETING YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"140",NA
"SURVEY",2011,"MARKETING YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"66.5",NA
"SURVEY",2011,"MARKETING YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"148",NA
"SURVEY",2011,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"55",NA
"SURVEY",2011,"MARKETING YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"71.8",NA
"SURVEY",2011,"MARKETING YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"231",NA
"SURVEY",2011,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"46.7",NA
"SURVEY",2011,"MAY",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"80.8",NA
"SURVEY",2011,"NOV",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"84.4",NA
"SURVEY",2011,"OCT",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"66.9",NA
"SURVEY",2011,"SEP",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"87.6",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"38,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"38,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"75.7",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN $",NA,"1,943,757,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","PRODUCTION","MEASURED IN CWT",NA,"25,846,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","YIELD","MEASURED IN CWT / ACRE",NA,"680",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"86.5",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"1,761,778,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"20,462,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"33.8",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN $",NA,"181,979,000",NA
"SURVEY",2011,"YEAR",NA,"CALIFORNIA","06","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"5,384,000",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","ACRES HARVESTED",NA,NA,"9,900",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","ACRES PLANTED",NA,NA,"9,900",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"148",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN $",NA,"366,300,000",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","PRODUCTION","MEASURED IN CWT",NA,"2,475,000",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","YIELD","MEASURED IN CWT / ACRE",NA,"250",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"148",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"366,300,000",NA
"SURVEY",2011,"YEAR",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"2,475,000",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","ACRES HARVESTED",NA,NA,"1,400",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","ACRES PLANTED",NA,NA,"1,600",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"235",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN $",NA,"8,460,000",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","PRODUCTION","MEASURED IN CWT",NA,"36,000",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","YIELD","MEASURED IN CWT / ACRE",NA,"26",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"235",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"8,460,000",NA
"SURVEY",2011,"YEAR",NA,"NEW YORK","36","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"36,000",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","ACRES HARVESTED",NA,NA,"1,300",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","ACRES PLANTED",NA,NA,"1,400",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"140",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN $",NA,"23,660,000",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","PRODUCTION","MEASURED IN CWT",NA,"169,000",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","YIELD","MEASURED IN CWT / ACRE",NA,"130",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"140",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"23,660,000",NA
"SURVEY",2011,"YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"169,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","ACRES HARVESTED",NA,NA,"2,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","ACRES PLANTED",NA,NA,"2,200",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"66.5",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN $",NA,"15,034,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","PRODUCTION","MEASURED IN CWT",NA,"226,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","YIELD","MEASURED IN CWT / ACRE",NA,"115",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"148",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"4,144,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"28,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"55",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN $",NA,"10,890,000",NA
"SURVEY",2011,"YEAR",NA,"OREGON","41","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"198,000",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","ACRES HARVESTED",NA,NA,"1,500",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","ACRES PLANTED",NA,NA,"1,500",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"71.8",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN $",NA,"8,971,000",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","PRODUCTION","MEASURED IN CWT",NA,"125,000",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","YIELD","MEASURED IN CWT / ACRE",NA,"83",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"231",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN $",NA,"3,927,000",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"17,000",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"46.7",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN $",NA,"5,044,000",NA
"SURVEY",2011,"YEAR",NA,"WASHINGTON","53","PROCESSING - PRODUCTION","MEASURED IN CWT",NA,"108,000",NA
"SURVEY",2010,"APR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"66.9",NA
"SURVEY",2010,"APR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"(S)",NA
"SURVEY",2010,"AUG",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"81.7",NA
"SURVEY",2010,"DEC",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"206",NA
"SURVEY",2010,"DEC",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"330",NA
"SURVEY",2010,"FEB",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"150",NA
"SURVEY",2010,"FEB",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"255.2",NA
"SURVEY",2010,"JAN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"187",NA
"SURVEY",2010,"JAN",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"205.4",NA
"SURVEY",2010,"JUL",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"62",NA
"SURVEY",2010,"JUN",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"67.7",NA
"SURVEY",2010,"MAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"88.4",NA
"SURVEY",2010,"MAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"214.2",NA
"SURVEY",2010,"MARKETING YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"70.1",NA
"SURVEY",2010,"MARKETING YEAR",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"80.3",NA
"SURVEY",2010,"MARKETING YEAR",NA,"CALIFORNIA","06","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"27.8",NA
"SURVEY",2010,"MARKETING YEAR",NA,"FLORIDA","12","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"187",NA
"SURVEY",2010,"MARKETING YEAR",NA,"FLORIDA","12","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"187",NA
"SURVEY",2010,"MARKETING YEAR",NA,"NEW YORK","36","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"197",NA
"SURVEY",2010,"MARKETING YEAR",NA,"NEW YORK","36","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"197",NA
"SURVEY",2010,"MARKETING YEAR",NA,"NORTH CAROLINA","37","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"135",NA
"SURVEY",2010,"MARKETING YEAR",NA,"NORTH CAROLINA","37","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"135",NA
"SURVEY",2010,"MARKETING YEAR",NA,"OREGON","41","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"69",NA
"SURVEY",2010,"MARKETING YEAR",NA,"OREGON","41","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"166",NA
"SURVEY",2010,"MARKETING YEAR",NA,"OREGON","41","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"51",NA
"SURVEY",2010,"MARKETING YEAR",NA,"WASHINGTON","53","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"61.1",NA
"SURVEY",2010,"MARKETING YEAR",NA,"WASHINGTON","53","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"189",NA
"SURVEY",2010,"MARKETING YEAR",NA,"WASHINGTON","53","PROCESSING - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"50",NA
"SURVEY",2010,"MAY",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"78.9",NA
"SURVEY",2010,"NOV",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"139",NA
"SURVEY",2010,"OCT",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"87.6",NA
"SURVEY",2010,"SEP",NA,"CALIFORNIA","06","FRESH MARKET - PRICE RECEIVED","MEASURED IN $ / CWT",NA,"73.3",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - ACRES HARVESTED",NA,NA,"37,500",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"23,063,000",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - YIELD","MEASURED IN CWT / ACRE",NA,"615",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"FLORIDA","12","FRESH MARKET - ACRES HARVESTED",NA,NA,"9,000",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"1,440,000",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"FLORIDA","12","FRESH MARKET - YIELD","MEASURED IN CWT / ACRE",NA,"160",NA
"SURVEY",2010,"SPRING - MAR FORECAST",NA,"OREGON","41","FRESH MARKET - ACRES HARVESTED",NA,NA,"1,800",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - ACRES HARVESTED",NA,NA,"37,500",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"24,375,000",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - YIELD","MEASURED IN CWT / ACRE",NA,"650",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"FLORIDA","12","FRESH MARKET - ACRES HARVESTED",NA,NA,"9,000",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"FLORIDA","12","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"1,440,000",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"FLORIDA","12","FRESH MARKET - YIELD","MEASURED IN CWT / ACRE",NA,"160",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"OREGON","41","FRESH MARKET - ACRES HARVESTED",NA,NA,"1,700",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"OREGON","41","FRESH MARKET - PRODUCTION","MEASURED IN CWT",NA,"204,000",NA
"SURVEY",2010,"SUMMER - JUN FORECAST",NA,"OREGON","41","FRESH MARKET - YIELD","MEASURED IN CWT / ACRE",NA,"120",NA
"SURVEY",2010,"WINTER - DEC FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - ACRES HARVESTED",NA,NA,"37,500",NA
"SURVEY",2010,"WINTER - DEC FORECAST",NA,"CALIFORNIA","06","FRESH MARKET - ACRES PLANTED",NA,NA,"37,500",NA
"SURVEY",2010,"WINTER - DEC FORECAST",NA,"FLORIDA","12","FRESH MARKET - ACRES HARVESTED",NA,NA,"8,900",NA
"SURVEY",2010,"WINTER - DEC FORECAST",NA,"FLORIDA","12","FRESH MARKET - ACRES PLANTED",NA,NA,"8,900",NA
"SURVEY",2010,"WINTER - DEC FORECAST",NA,"OREGON","41","FRESH MARKET - ACRES HARVESTED",NA,NA,"1,800",NA
"SURVEY",2010,"WINTER - DEC FORECAST",NA,"OREGON","41","FRESH MARKET - ACRES PLANTED",NA,NA,"2,100",NA
"SURVEY",2010,"YEAR",NA,"CALIFORNIA","06","ACRES HARVESTED",NA,NA,"38,600",NA
"SURVEY",2010,"YEAR",NA,"CALIFORNIA","06","ACRES PLANTED",NA,NA,"38,600",NA
"SURVEY",2010,"YEAR",NA,"CALIFORNIA","06","PRICE RECEIVED","MEASURED IN $ / CWT",NA,"69.6",NA
