"Sample ID","Commod","Pesticide Code","Pesticide Name","Test Class","Concentration","LOD","pp_","Confirm 1","Confirm 2","Annotate","Quantitate","Mean","Extract","Determ","EPA Tolerance (ppm)","pesticide_name_clean"
"CA1511160614STCA1P","ST","808","Fenpropathrin","O",0.82,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CA1511160614STCA1P","ST","B80","Acetamiprid","A",0.38,0.0012,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1511160614STCA1P","ST","AFX","Novaluron","A",0.22,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1511160614STCA1P","ST","930","Bifenthrin","O",0.099,0.0025,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1511160614STCA1P","ST","B43","Thiamethoxam","A",0.048,0.0012,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"CA1511160614STCA1P","ST","052","Malathion","C",0.035,0.0025,"M","LU",NA,NA,NA,"O","805","52","8","malathion"
"CA1511160637STCA1P","ST","AGW","Chlorantraniliprole","I",0.014,0.005,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"CO0907270005STMI1","ST","808","Fenpropathrin","O",0.03,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"CO0908240009STMI1","ST","930","Bifenthrin","O",0.032,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"CO0909280007STMI1","ST","B80","Acetamiprid","A",0.0074,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CO0910260006STMI1","ST","B80","Acetamiprid","A",0.051,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"FL0902160041STMI1","ST","930","Bifenthrin","O",0.32,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"FL0903160060STMI1","ST","930","Bifenthrin","O",0.072,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"FL0904200058STMI1","ST","052","Malathion","C",0.049,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"FL0904200064STMI1","ST","967","Imidacloprid","A",0.045,0.0021,"M","LU",NA,NA,"E","O","805","52","0.5","imidacloprid"
"FL0906150048STMI1","ST","052","Malathion","C",0.032,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"FL0906150056STMI1","ST","B43","Thiamethoxam","A",0.12,0.0051,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"FL0908170026STMI1","ST","052","Malathion","C",0.016,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"FL0909210049STMI1","ST","B80","Acetamiprid","A",0.0044,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"FL0909210061STMI1","ST","052","Malathion","C",0.0052,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"FL0910190020STMI1","ST","967","Imidacloprid","A",0.0039,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"FL0910190058STMI1","ST","808","Fenpropathrin","O",0.16,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"FL0911230061STMI1","ST","052","Malathion","C",0.048,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"FL0911230073STMI1","ST","AES","Methoxyfenozide","I",0.099,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"FL0912280018STMI1","ST","930","Bifenthrin","O",0.17,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"MD0901070039STCA1","ST","902","Endosulfan sulfate","A",0.041,0.0042,"M","C",NA,NA,NA,"O","805","65","2","endosulfan sulfate"
"MD0902040042STCA1","ST","B80","Acetamiprid","A",0.0085,0.0015,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"MD0905060039STCA1","ST","AES","Methoxyfenozide","I",0.005,0.003,"M","LU",NA,"Q",NA,"O","805","52","1.5","methoxyfenozide"
"MD0906030036STCA1","ST","B80","Acetamiprid","A",0.23,0.0015,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"MD0907080033STCA1","ST","052","Malathion","C",0.031,0.0021,"M","C",NA,NA,NA,"O","805","02","8","malathion"
"MD0909090024STCA1","ST","B43","Thiamethoxam","A",0.012,0.0015,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"MD0909090036STCA1","ST","808","Fenpropathrin","O",0.032,0.009,"M","M","CD",NA,NA,"O","805","65","2","fenpropathrin"
"MD0910050039STCA1","ST","052","Malathion","C",0.0035,0.0021,"M","C",NA,"Q",NA,"O","805","02","8","malathion"
"MI0903170005STMI1","ST","967","Imidacloprid","A",0.0024,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"MI0903170010STMI1","ST","AES","Methoxyfenozide","I",0.026,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"MI0904210035STMI1","ST","967","Imidacloprid","A",0.041,0.0021,"M","LU",NA,NA,"E","O","805","52","0.5","imidacloprid"
"MI0904210040STMI1","ST","052","Malathion","C",0.014,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"MI0905190103STMI1","ST","967","Imidacloprid","A",0.0052,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"MI0906160038STMI1","ST","AES","Methoxyfenozide","I",0.015,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"MI0906160087STMI1","ST","967","Imidacloprid","A",0.0027,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"MI0906160095STMI1","ST","808","Fenpropathrin","O",0.22,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"MI0908170007STMI1","ST","B43","Thiamethoxam","A",0.034,0.0051,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"MI0909220038STMI1","ST","B80","Acetamiprid","A",0.078,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"MI0909220088STMI1","ST","B80","Acetamiprid","A",0.072,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"MI0910200045STMI1","ST","052","Malathion","C",0.13,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"MI0910200050STMI1","ST","967","Imidacloprid","A",0.0043,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"MI0911170039STMI1","ST","AES","Methoxyfenozide","I",0.21,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"NY0902170015STMI1","ST","902","Endosulfan sulfate","A",0.025,0.02,"M","MO",NA,NA,NA,"O","805","07","2","endosulfan sulfate"
"NY0902170054STMI1","ST","930","Bifenthrin","O",0.059,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"NY0902170226STMI1","ST","930","Bifenthrin","O",0.097,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"NY0903170088STMI1","ST","052","Malathion","C",0.017,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0905200127STMI1","ST","808","Fenpropathrin","O",0.34,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"NY0905200156STMI1","ST","102","Carbaryl","E",0.0058,0.001,"M","LU",NA,NA,NA,"O","805","52","4","carbaryl"
"NY0906170088STMI1","ST","052","Malathion","C",0.11,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0906170226STMI1","ST","B80","Acetamiprid","A",0.0051,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"NY0907210053STMI1","ST","930","Bifenthrin","O",0.0097,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"NY0907210079STMI1","ST","930","Bifenthrin","O",0.011,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"NY0908180088STMI1","ST","930","Bifenthrin","O",0.14,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"NY0908180113STMI1","ST","159","Methomyl","E",0.052,0.013,"M","LU",NA,NA,NA,"O","805","52","2","methomyl"
"NY0908180267STMI1","ST","052","Malathion","C",0.016,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0909220006STMI1","ST","967","Imidacloprid","A",0.0021,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"NY0909220017STMI1","ST","B80","Acetamiprid","A",0.033,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"NY0909220088STMI1","ST","052","Malathion","C",0.035,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0909220113STMI1","ST","052","Malathion","C",0.017,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0910200088STMI1","ST","930","Bifenthrin","O",0.03,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"NY0910200156STMI1","ST","052","Malathion","C",0.027,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0910200262STMI1","ST","AES","Methoxyfenozide","I",0.038,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"NY0911170226STMI1","ST","052","Malathion","C",0.013,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"NY0912150272STMI1","ST","930","Bifenthrin","O",0.012,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"OH0902230235STMI1","ST","B80","Acetamiprid","A",0.0075,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"OH0904270113STMI1","ST","B43","Thiamethoxam","A",0.064,0.0051,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"OH0905260107STMI1","ST","808","Fenpropathrin","O",0.028,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"OH0905260235STMI1","ST","808","Fenpropathrin","O",0.73,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"OH0908240113STMI1","ST","808","Fenpropathrin","O",0.072,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"OH0908270118STMI1P","ST","808","Fenpropathrin","O",0.021,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"OH0909280113STMI1","ST","808","Fenpropathrin","O",0.14,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"OH0911230107STMI1","ST","B80","Acetamiprid","A",0.13,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"TX0901260206STMI1","ST","967","Imidacloprid","A",0.08,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"TX0906220103STMI1","ST","052","Malathion","C",0.018,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"TX0906220107STMI1","ST","052","Malathion","C",0.089,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"TX0906220201STMI1","ST","102","Carbaryl","E",0.0024,0.001,"M","LU",NA,NA,NA,"O","805","52","4","carbaryl"
"TX0906220421STMI1","ST","967","Imidacloprid","A",0.0044,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"TX0907270030STMI1","ST","B43","Thiamethoxam","A",0.19,0.0051,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"TX0907270105STMI1","ST","930","Bifenthrin","O",0.016,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"TX0907270409STMI1","ST","B80","Acetamiprid","A",0.16,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"TX0908240216STMI1","ST","AES","Methoxyfenozide","I",0.0023,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"TX0909280020STMI1","ST","930","Bifenthrin","O",0.21,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"TX0909280215STMI1","ST","B80","Acetamiprid","A",0.2,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"TX0910260103STMI1","ST","967","Imidacloprid","A",0.0063,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"TX0910260105STMI1","ST","AES","Methoxyfenozide","I",0.0051,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"TX0910260421STMI1","ST","159","Methomyl","E",0.021,0.013,"M","LU",NA,NA,NA,"O","805","52","2","methomyl"
"TX0911300201STMI1","ST","159","Methomyl","E",0.73,0.013,"M","LU",NA,NA,NA,"O","805","52","2","methomyl"
"TX0911300216STMI1","ST","808","Fenpropathrin","O",0.11,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"WA0904270002STMI1","ST","052","Malathion","C",0.14,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"WA0905260033STMI1","ST","967","Imidacloprid","A",0.022,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"WA0907270008STMI1","ST","B80","Acetamiprid","A",0.032,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"WA0907270023STMI1","ST","967","Imidacloprid","A",0.0046,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"WA0908240010STMI1","ST","B80","Acetamiprid","A",0.098,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"WA0908240033STMI1","ST","967","Imidacloprid","A",0.0051,0.0021,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"WA0909280004STMI1","ST","808","Fenpropathrin","O",0.056,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"WA0909280016STMI1","ST","808","Fenpropathrin","O",0.14,0.02,"M","MO",NA,NA,NA,"O","805","07","2","fenpropathrin"
"WA0909280019STMI1","ST","AES","Methoxyfenozide","I",0.0019,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"WA0910270023STMI1","ST","B80","Acetamiprid","A",0.0038,0.001,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"WA0911230033STMI1","ST","171","Dimethoate","C",0.0038,0.0024,"M","LU",NA,"V",NA,"O","805","52","NT","dimethoate"
"WA0912010023STMI1","ST","930","Bifenthrin","O",0.022,0.0091,"M","MO",NA,NA,NA,"O","805","07","3","bifenthrin"
"WI0905260123STMI1","ST","052","Malathion","C",0.0066,0.0052,"M","LU",NA,NA,"P","O","805","52","8","malathion"
"WI0910260114STMI1","ST","AES","Methoxyfenozide","I",0.0041,0.0012,"M","LU",NA,NA,NA,"O","805","52","1.5","methoxyfenozide"
"WI0912210117STMI1P","ST","900","Endosulfan I","A",0.095,0.04,"M","MO",NA,NA,NA,"O","805","07","2","endosulfan i"
"CA1410200010STCA1","ST","930","Bifenthrin","O",0.028,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1410200140STCA1","ST","B43","Thiamethoxam","A",0.01,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"CA1410200150STCA1","ST","159","Methomyl","E",0.011,0.01,"M","LU",NA,"V",NA,"O","805","52","NT","methomyl"
"CA1410200277STCA1","ST","930","Bifenthrin","O",0.05,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1410200373STCA1","ST","052","Malathion","C",0.024,0.005,"M","LU",NA,NA,NA,"O","805","52","8","malathion"
"CA1410200594STCA1","ST","808","Fenpropathrin","O",0.009,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CA1411170017STCA1","ST","930","Bifenthrin","O",0.014,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1411170140STCA1","ST","930","Bifenthrin","O",0.2,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1411170151STCA1P","ST","AGG","Flonicamid","A",0.077,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1411170472STCA1","ST","B80","Acetamiprid","A",0.0037,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1411170559STCA1","ST","808","Fenpropathrin","O",0.031,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CA1411170564STCA1","ST","808","Fenpropathrin","O",0.2,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CA1412150017STCA1B","ST","AES","Methoxyfenozide","I",0.01,0.0025,"M","LU",NA,NA,NA,"O","805","52","2","methoxyfenozide"
"CA1412150277STCA1","ST","AGW","Chlorantraniliprole","I",0.012,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"CO1410270006STCA1","ST","930","Bifenthrin","O",0.13,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CO1411240009STCA1","ST","AGG","Flonicamid","A",0.24,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CO1412220007STCA1","ST","AGW","Chlorantraniliprole","I",0.12,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"FL1411170052STCA1","ST","AGG","Flonicamid","A",0.077,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"FL1411180029STCA1P","ST","AGW","Chlorantraniliprole","I",0.018,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"FL1411180090STCA1","ST","808","Fenpropathrin","O",0.0072,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"FL1412160020STCA1","ST","B43","Thiamethoxam","A",0.11,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"MD1410290021STCA1","ST","808","Fenpropathrin","O",0.11,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"MD1410290039STCA1","ST","AGW","Chlorantraniliprole","I",0.011,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"MD1411240005STCA1","ST","808","Fenpropathrin","O",0.011,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"MD1411240021STCA1P","ST","808","Fenpropathrin","O",0.011,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"MD1412220021STCA1","ST","AGW","Chlorantraniliprole","I",0.041,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"MI1410280028STCA1","ST","AFX","Novaluron","A",0.033,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"MI1410280103STCA1","ST","808","Fenpropathrin","O",0.08,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"MI1411180038STCA1","ST","930","Bifenthrin","O",0.024,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"MI1412150056STCA1","ST","B43","Thiamethoxam","A",0.026,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"MI1412150084STCA1","ST","930","Bifenthrin","O",0.027,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"NY1410210088STCA1","ST","808","Fenpropathrin","O",0.37,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"NY1411180006STCA1P","ST","967","Imidacloprid","A",0.016,0.005,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"NY1411180280STCA1","ST","808","Fenpropathrin","O",0.031,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"NY1412160265STCA1","ST","AGG","Flonicamid","A",0.11,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"OH1410270306STCA1","ST","930","Bifenthrin","O",0.02,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"OH1410270451STCA1P","ST","967","Imidacloprid","A",0.0075,0.005,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"OH1411170118STCA1P","ST","AGG","Flonicamid","A",0.088,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"TX1410200030STCA1","ST","930","Bifenthrin","O",0.059,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"TX1410200201STCA1","ST","808","Fenpropathrin","O",0.013,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"TX1410200409STCA1","ST","808","Fenpropathrin","O",0.025,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"WA1410270033STCA1","ST","B80","Acetamiprid","A",0.14,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"WA1412150010STCA1","ST","AES","Methoxyfenozide","I",0.005,0.0025,"M","LU",NA,NA,NA,"O","805","52","2","methoxyfenozide"
"WA1412150030STCA1","ST","B80","Acetamiprid","A",0.31,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1501200114STCA1","ST","967","Imidacloprid","A",0.018,0.005,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"CA1501200449STCA1","ST","AGW","Chlorantraniliprole","I",0.076,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"CA1501200604STCA1","ST","AGY","Spinetoram","I",0.023,0.01,"M","LU",NA,NA,NA,"O","805","52","1","spinetoram"
"CA1502170300STCA1","ST","AFX","Novaluron","A",0.2,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1503160010STCA1","ST","AES","Methoxyfenozide","I",0.17,0.0025,"M","LU",NA,NA,NA,"O","805","52","2","methoxyfenozide"
"CA1503160410STCA1","ST","AGW","Chlorantraniliprole","I",0.03,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"CA1504200151STCA1P","ST","AGG","Flonicamid","A",0.079,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1504200551STCA1","ST","AGY","Spinetoram","I",0.14,0.01,"M","LU",NA,NA,NA,"O","805","52","1","spinetoram"
"CA1504200559STCA1","ST","AGG","Flonicamid","A",0.3,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1504200560STCA1","ST","AGY","Spinetoram","I",0.054,0.01,"M","LU",NA,NA,NA,"O","805","52","1","spinetoram"
"CA1505180111STCA1","ST","AFX","Novaluron","A",0.079,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1505180223STCA1","ST","AGG","Flonicamid","A",0.078,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1505180547STCA1","ST","808","Fenpropathrin","O",0.23,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CA1505180551STCA1","ST","AGY","Spinetoram","I",0.011,0.01,"M","LU",NA,NA,NA,"O","805","52","1","spinetoram"
"CA1506150277STCA1","ST","AFX","Novaluron","A",0.082,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1506150473STCA1","ST","B80","Acetamiprid","A",0.0062,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1506150559STCA1","ST","AFX","Novaluron","A",0.063,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1506150564STCA1","ST","AFX","Novaluron","A",0.043,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1507200230STCA1","ST","930","Bifenthrin","O",0.059,0.01,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1508170038STCA1","ST","B43","Thiamethoxam","A",0.079,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"CA1508170150STCA1P","ST","B43","Thiamethoxam","A",0.021,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"CA1508170507STCA1","ST","808","Fenpropathrin","O",0.41,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CA1508170521STCA1","ST","AGG","Flonicamid","A",0.099,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1508170626STCA1","ST","B80","Acetamiprid","A",0.068,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1509140146STCA1P","ST","B80","Acetamiprid","A",0.0056,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1509140152STCA1P","ST","AGG","Flonicamid","A",0.21,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1509140373STCA1","ST","AGG","Flonicamid","A",0.043,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1509140534STCA1","ST","AGG","Flonicamid","A",0.045,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1509140625STCA1P","ST","B80","Acetamiprid","A",0.044,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1509140633STCA1","ST","AGG","Flonicamid","A",0.15,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1510190130STCA1","ST","B43","Thiamethoxam","A",0.042,0.0012,"M","LU",NA,NA,NA,"O","805","52","0.3","thiamethoxam"
"CA1510190254STCA1","ST","930","Bifenthrin","O",0.066,0.0025,"M","GT",NA,NA,NA,"O","805","35","3","bifenthrin"
"CA1510190419STCA1","ST","AGG","Flonicamid","A",0.098,0.01,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CA1510190534STCA1","ST","B80","Acetamiprid","A",0.0093,0.0012,"M","LU",NA,NA,NA,"O","805","52","0.6","acetamiprid"
"CA1510190609STCA1","ST","AFX","Novaluron","A",0.1,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1511160553STCA1A","ST","AEP","Clothianidin","F",0.0018,0.0012,"M","LU",NA,NA,NA,"O","805","52","0.3","clothianidin"
"CA1511160553STCA1B","ST","AFX","Novaluron","A",0.11,0.02,"M","LU",NA,NA,NA,"O","805","64","0.45","novaluron"
"CA1511160637STCA1P","ST","967","Imidacloprid","A",0.0036,0.0025,"M","LU",NA,NA,NA,"O","805","52","0.5","imidacloprid"
"CA1512140521STCA1","ST","AGW","Chlorantraniliprole","I",0.01,0.005,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"CA1512140542STCA1","ST","808","Fenpropathrin","O",0.052,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CO1502230012STCA1","ST","AGW","Chlorantraniliprole","I",0.035,0.01,"M","LU",NA,NA,NA,"O","805","52","1","chlorantraniliprole"
"CO1504270006STCA1","ST","AES","Methoxyfenozide","I",0.014,0.0025,"M","LU",NA,NA,NA,"O","805","52","2","methoxyfenozide"
"CO1505260008STCA1","ST","AES","Methoxyfenozide","I",0.0026,0.0025,"M","LU",NA,NA,NA,"O","805","52","2","methoxyfenozide"
"CO1507270010STCA1","ST","AGG","Flonicamid","A",0.11,0.03,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"CO1509210007STCA1","ST","808","Fenpropathrin","O",0.012,0.005,"M","GT",NA,NA,NA,"O","805","35","2","fenpropathrin"
"CO1511020012STCA1","ST","AGG","Flonicamid","A",0.012,0.01,"M","LU",NA,NA,NA,"O","805","52","1.5","flonicamid"
"FL1501260075STCA1","ST","AGY","Spinetoram","I",0.01,0.01,"M","LU",NA,NA,NA,"O","805","52","1","spinetoram"
"FL1502230084STCA1","ST","052","Malathion","C",0.088,0.005,"M","LU",NA,NA,NA,"O","805","52","8","malathion"
"FL1503230056STCA1","ST","AGY","Spinetoram","I",0.12,0.01,"M","LU",NA,NA,NA,"O","805","52","1","spinetoram"
